© COELO, Groningen			OZB										Afvalstoffenheffing					Rioolheffing huishoudens				Rioolheffing bedrijven																	Woonlasten		Woonlasten							Toeristenbelasting			Hondenbelasting		Leges			Leges							
Provinciecode	Gemeente code	Gemeentenaam	Tarief woningen	Mutatie Tarief woningen	Tarief eigenaar niet-woning	Mutatie Tarief eigenaar niet-woning	Tarief gebruiker niet-woning	Mutatie Tarief gebruiker niet-woning	Tarief niet-woning eigenaar+gebruiker	Mutatie Tarief niet-woning eigenaar+gebruiker	Gemiddeld betaalde ozb woningen		Eénpersoonshuishouden	Mutatie Eénpersoonshuishouden	Meerpersoonshuishouden	Mutatie Meerpersoonshuishouden		Eénpersoonshuishouden	Mutatie Eénpersoonshuishouden	Meerpersoonshuishouden	Mutatie Meerpersoonshuishouden	Waterverbruik 100 m3	Mutatie Waterverbruik 100 m3	waterverbruik 200 m3	Mutatie waterverbruik 200 m3	Waterverbruik 300 m3	Mutatie Waterverbruik 300 m3	Waterverbruik 400 m3	Mutatie Waterverbruik 400 m3	Waterverbruik 500 m4	Mutatie Waterverbruik 500 m4	Waterverbruik 2100 m3	Mutatie Waterverbruik 2100 m3	Waterverbruik 2500 m3	Mutatie Waterverbruik 2500 m3	Waterverbruik 6000 m3	Mutatie Waterverbruik 6000 m3	Waterverbruik 30.000 m3	Mutatie Waterverbruik 30.000 m3		Heffingskorting éénpersoonshuishouden	Heffingskorting meerpersoonshuishouden	Woonlasten éénpersoonshuishouden	Mutatie Woonlasten éénpersoonshuishouden	Woonlasten meerpersoonshuishouden	Mutatie Woonlasten meerpersoonshuishouden		Toeristenbelasting overnachting camping	Toeristenbelasting hotelovernachting	Mutatie Toeristenbelasting hotelovernachting	Hondenbelasting	Mutatie Hondenbelasting	Parkeerbelasting	Mutatie Parkeerbelasting		Paspoort	Mutatie Paspoort	Identiteitskaart	Mutatie Identiteitskaart	Rijbewijs	Mutatie Rijbewijs	Uittreksel BRP	Mutatie Uittreksel BRP
			%	%	%	%	%	%			euro		euro	%	euro	%		euro	%	euro	%	euro	%	euro	%	euro	%	euro	%	euro	%	euro	%	euro	%	euro	%	euro	%		euro	euro	euro	%	euro	%		euro	euro	%	euro	%		%		euro	%	euro	%	euro	%	euro	%
4	1735	Hof van Twente	0.113	5.97	0.2674	6.08	0.2292	4.84	0.4966	5.5	464.2		227.54	6.02	259.49	4.43		331.8	8.86	331.8	8.86	331.8	8.86	331.8	8.86	331.8	8.86	331.8	8.86	331.8	8.86	827.8	7.67	951.8	7.57	2036.8	7.21	8276.8	6.66		0	0	1023.54	6.9	1055.49	6.47		1.1	1.55	0	0	0	0	0		83.85	7.71	75.8	7.75	51.1	14.45	8.5	6.92
4	0166	Kampen	0.1044	8.23	0.2781	0.86	0.1986	3.63	0.4767	1.99	415.25		212.66	0	242.56	0		127.2	0	127.2	0																				0	0	755.11	4.36	785.01	4.19		1.5	1.5	0	95.52	9.94	2.3	9.52		83.35	7.06	75.8	7.75	51.1	14.45	9.6	9.71
4	0168	Losser	0.1155	7.45	0.2905	9.27	0.2097	7.7	0.5002	8.61	485.73		249.09	-0.49	280.14	0.1		348.6	10.88	348.6	10.88	348.6	10.88	348.6	10.88	348.6	10.88	348.6	10.88	348.6	10.88	1743	10.88	1743	10.88	4183.2	10.88	19391.74	2.8		0	0	1083.42	6.55	1114.47	6.51		1.4	1.95	21.88	0	0	0	0		83.87	7.71	75.8	7.7	51.1	14.45	18.8	3.87
4	0173	Oldenzaal	0.102	9.55	0.3633	5.93	0.2827	5.38	0.646	5.69	432.07		246.98	-2.73	283.36	-1.57		229.2	12.75	229.2	12.75	229.2	12.75	229.2	12.75	229.2	12.75	229.2	12.75	229.2	12.75	229.2	12.75	229.2	12.75	229.2	12.75	229.2	12.75		0	0	908.25	6.65	944.63	6.67		0.85	1.6	0	0	0	1.3	0		83.87	7.71	75.8	7.7	51.11	14.47	14.7	8.89
4	1773	Olst-Wijhe	0.125	3.47	0.2986	2.03	0.2396	4.28	0.5382	3.02	569.08		240.71	4.75	263.63	4.32		237.96	3.66	237.96	3.66	237.96	3.66	237.96	3.66	237.96	3.66	237.96	3.66	237.96	3.66	475.8	3.66	475.8	3.66	692.52	3.66	1089.24	3.68		0	0	1047.75	3.81	1070.67	3.72		1.5	1.5	50	0	0	0	0		83.87	7.71	75.8	7.7	51.1	14.45	12.25	3.81
4	0175	Ommen	0.078	5.52	0.209	2.93	0.1501	2.97	0.3591	2.95	364		203.54	5.17	235.08	4.44		232	2.65	232	2.65	232	2.65	232	2.65	232	2.65	232	2.65	232	2.65	877	2.81	877	2.81	1691	2.73	6147	2.48		0	0	799.54	4.58	831.08	4.4		1.1	1.1	0	0	0	alleen parkeervergunning	alleen parkeervergunning		83.87	7.73	75.8	7.75	51.11	14.47	13.5	3.05
4	0177	Raalte	0.0878	-0.29	0.2324	-2.85	0.1899	0.07	0.4223	-1.56	393.08		180.18	9	225.59	7.06		255.24	5.87	255.24	5.87	255.24	5.87	255.24	5.87	255.24	5.87	255.24	5.87	255.24	5.87	755.88	5.9	755.88	5.9	1260.36	5.9	2771.28	5.9		0	0	828.5	3.48	873.91	3.3		1.5	1.5	50	0	0	0	0		83.87	7.71	75.8	7.75	51.1	14.45	14	8.11
4	1742	Rijssen-Holten	0.0796	8.7	0.2558	8.82	0.2047	9.03	0.4605	8.91	346.1		120	-27.71	150	-30.88		179	4.07	179	4.07	179	4.07	179	4.07	179	4.07	179	4.07	179	4.07	1688.28	4.07	2065.6	4.07	5199.65	4.07	15710.85	4.07		0	0	645.1	-1.72	675.1	-4.57		0.95	0.95	11.76	25.5	-35.44	0	0		83.85	7.71	75.8	7.75	51.1	14.45	7.5	0
4	0180	Staphorst	0.106	1.85	0.2359	0.51	0.1978	3.74	0.4337	1.96	415.98		230.88	4.53	254.76	4.09		208	0	208	0	208	0	208	0	208	0	208	0	208	0	517	0	585	0	1180	0	5260	0		0	0	854.86	2.1	878.74	2.04		1	1	0	48	2.13	0	0		83.85	7.85	75.8	7.82	51.1	14.45	7.5	0
4	1708	Steenwijkerland	0.0773	2.12	0.2186	3.52	0.1768	3.51	0.3954	3.51	293.71		224.29	1.62	256.79	1.41		208.22	2.37	208.22	2.37																				0	0	726.22	2.04	758.72	1.95		1.1	1.1	0	0	0	0	0		83.87	7.71	75.8	7.7	51.11	14.47	6.7	2.29
4	0183	Tubbergen	0.0918	7.95	0.2252	10.31	0.1734	10.07	0.3986	10.21	442.97		192.08	95.84	217.16	76.33		293.8	11.37	293.8	11.37	293.8	11.37	293.8	11.37	293.8	11.37	368.3	8.87	442.8	7.27	1560.3	-2.77	1858.3	-2.34	4465.3	-1	14970.3	0.2		0	0	928.85	20.28	953.93	19.64		0.7	1.05	0	0	0	0	0		83.5	7.74	75	11.11	48.15	13.29	6.5	8.33
4	1700	Twenterand	0.1269	1.99	0.2445	-0.88	0.2406	-4.62	0.4851	-2.77	501.51		156.12	-6.6	196.92	-5.31		278.76	2.52	278.76	2.52	278.76	2.52	278.76	2.52	278.76	2.52	278.76	2.52	278.76	2.52	1471.41	2.5	1760.69	2.5	3945.77	2.5	11204.22	0.28		0	0	936.39	0.6	977.19	0.58		1.15	1.15	4.55	0	0	0	0		83.87	7.71	75.8	7.7	51.1	14.45	8	6.67
4	0189	Wierden	0.0852	2.92	0.2186	3.09	0.1749	3.11	0.3935	3.1	401.1		216.94	12.44	244.87	10.87		322.2	5.71	322.2	5.71	322.2	5.71	322.2	5.71	322.2	5.71	322.2	5.71	322.2	5.71	322.2	5.71	322.2	5.71	322.2	5.71	322.2	5.71		0	0	940.24	5.95	968.17	5.77		1.25	1.25	4.17	0	0	0	0		83.85	7.71	75.8	7.75	51.1	14.45	9.3	5.08
4	1896	Zwartewaterland	0.0908	7.75	0.2602	8.58	0.1938	8.59	0.454	8.59	324.74		221.64	6.74	245.29	6.05		258	10.26	314	10.18	314	10.18	606	10.18	909	10.18	1212	10.18	1515	10.18	6363	10.18	7575	10.18	18180	10.18	90900	10.18		0	0	804.38	8.26	884.03	8.12		1.1	1.1	4.76	72	7.46	0	0		83.85	7.71	75.8	7.75	51.1	14.45	7.5	0
4	0193	Zwolle	0.0989	6.37	0.4909	9.03	0.3967	9.02	0.8876	9.03	432.13		228.62	-9.84	300.39	3.52		121.12	6.1	121.12	6.1	121.12	6.1	121.12	6.1	121.12	6.1	121.12	6.1	121.12	6.1	830.72	6.1	992.92	6.1	2397.02	5.43	10078.17	6.1		0	0	781.87	1.02	853.64	5.31		1.1	2.5	25	0	0	3.3	0		83.85	7.71	75.8	7.75	51.1	14.45	16.75	6.01
5	0197	Aalten	0.0974	7.14	0.2096	4.65	0.1566	5.5	0.3662	5.01	356.9		122.75	5.45	144.49	4.85		98.44	1.4	177.83	1.4	145	1.4	290	1.4	435	1.4	580	1.4	725	1.4	3045	1.4	3625	1.4	6473.22	1.59	8230.5	1.61		0	0	578.09	5.76	679.22	5.09		1.35	1.35	0	32.5	-33.33	0	0		83.85	7.71	75.8	7.75	51.1	14.45	7.5	5.63
5	0200	Apeldoorn	0.1014	3.63	0.4829	3.17	0.3804	3.16	0.8633	3.16	471.98		285.69	6.33	299.39	6.02		207.6	3.46	207.6	3.46																				0	0	965.27	17.03	978.97	16.75		0.62	2.79	2.95	37.5	-51.64	3.56	5.95		83.85	7.85	75.8	7.82	51.1	14.45	17	6.58
5	0202	Arnhem	0.1102	5.88	0.7026	5.18	0.1756	5.17	0.8782	5.18	482.93		252.6	13.66	336.84	13.69		218.24	4.34	218.24	4.34																				0	0	953.77	7.46	1038.01	7.95		1	2.5	0	0	0	3.5	2.94		83.85	7.71	75.8	7.75	51.1	14.45	11.8	0
5	0203	Barneveld	0.0744	4.88	0.208	5.22	0.1641	5.25	0.3721	5.23	395.63		200.7	1.98	334.5	1.98		209.65	3.99	209.65	3.99	209.65	3.99	209.65	3.99	209.65	3.99	234.65	3.55	284.65	2.91	1084.65	0.75	1284.65	0.63	3034.65	0.27	12534.65	0.06		0	0	805.98	3.91	939.78	3.63		1.19	1.19	4.39	55.75	3.82	1.2	0		83.85	7.71	75.8	7.75	51.1	14.45	16.6	5.73
5	1945	Berg en Dal	0.0796	8.17	0.2372	6.23	0.1962	6.25	0.4334	6.24	348.47		224.05	-0.62	319.36	-0.61		213	4.41	285	4.4	213	4.41	355	4.41	551	4.55	551	4.55	551	4.55	1763	4.51	1763	4.51	3506	4.5	15707	4.5		0	0	785.52	4.51	952.83	3.97		1.03	1.63	0	0	0	0	0		83.85	7.85	75.8	7.82	48.15	7.84	11.2	4.67
5	1859	Berkelland	0.1041	12.15	0.234	2.72	0.1809	1.46	0.4149	2.17	447.1		142.44	3.04	195.12	3.04		307.13	3.11	379.4	3.11	349.52	3.11	481.52	3.11	613.52	3.12	745.52	3.12	877.52	3.12	2923.52	3.2	3427.52	3.21	6947.52	2.99	23027.52	3.05		0	0	896.67	7.41	1021.62	6.87		1.25	1.25	0	0	0	0	0		83.87	7.71	75.8	7.7	51.11	14.47	7.9	3.95
5	0209	Beuningen	0.1172	10.02	0.5488	6.3	0.4154	7.63	0.9642	6.87	525.13		195.02	8.51	204.05	8.11		223	0	223	0	223	0	223	0	223	0	223	0	223	0	223	0	223	0	223	0	223	0		0	0	943.15	7.17	952.18	7.1		2	2	19.05	92.6	3	0	0		83.87	7.87	75.8	7.82	51.11	22.86	15.1	2.72
5	1876	Bronckhorst	0.0871	5.8	0.2129	4.24	0.1634	3.81	0.3763	4.05	440.49		244.35	5.25	291.3	4.57		295.2	8.32	295.2	8.32	295.2	8.32	295.2	8.32	295.2	8.32	295.2	8.32	295.2	8.32	295.2	8.32	295.2	8.32	295.2	8.32	295.2	8.32		0	0	980.04	6.41	1026.99	6.16		0.8	1.3	0	0	0	0	0		83.87	7.71	75.8	7.7	51.11	14.47	13.8	6.15
5	0213	Brummen	0.1306	0.13	0.3034	-11.13	0.3404	24.84	0.6438	4.84	604.21		174.22	3.94	222.45	3.83		240.09	24.91	393.94	24.9	330.32	24.9	611.32	24.9	892.32	24.89	1173.32	24.89	1454.32	24.89	5950.32	24.89	7074.32	24.89	16909.32	24.89	84349.32	24.89		0	0	1018.52	5.73	1220.6	7.72		1.5	2.5	34.41	0	0	0	0		83.55	7.32	75.8	7.75	51.1	14.45	10.2	4.08
5	0214	Buren	0.1255	7.97	0.2591	1.72	0.1943	-0.89	0.4534	0.59	619.33		340.42	8.27	362.83	7.72		250	2.04	250	2.04	500	2.04	500	2.04	500	2.04	500	2.04	500	2.04	500	2.04	500	2.04	500	2.04	500	2.04		0	0	1209.75	6.77	1232.16	6.64		1.25	1.29	0.78	42	-10.64	0	0		83.87	7.82	75.8	7.81	51.11	14.47	10.15	2.53
5	0216	Culemborg	0.1022	5.37	0.3422	3.36	0.3627	3.36	0.7049	3.36	459.97		342.25	8.22	366.5	7.64		264	42.7	264	42.7	528	185.41	528	185.41	528	185.41	528	185.41	528	185.41	528	185.41	528	185.41	528	185.41	528	185.41		0	0	1066.22	13.7	1090.47	13.35		0.8	0.8	0	60.05	3.09	1.1	10		83.85	7.71	75.8	7.75	51.1	14.45	17.4	3.26
5	0221	Doesburg	0.1209	4.67	0.1952	-10.79	0.1314	-17.72	0.3266	-13.72	445.42		270.57	0	301.7	0		173.12	4.08	312.73	4.08	255	4.08	510	4.08	765	4.08	1020	4.08	1275	4.08	5355	4.08	6375	4.08	15300	4.08	76500	4.08		0	0	889.11	3.09	1059.85	3.13		1.8	2.8	9.8	55.4	4.53	1.5	3.45		83.85	7.71	75.85	7.82	51.1	14.45	12.2	4.72
5	0222	Doetinchem	0.0958	3.15	0.2888	4.3	0.261	5.13	0.5498	4.69	365.48		282.91	1.68	354.63	2.71		237.12	3.02	237.12	3.02	237.12	3.02	237.12	3.02	237.12	3.02	237.12	3.02	237.12	3.02	237.12	3.02	237.12	3.02	237.12	3.02	237.12	3.02		0	0	885.51	16.1	957.23	15.36		1	1.5	0	0	0	2.4	0		83.85	7.71	75.8	7.75	51.1	14.45	12.3	2.93
5	0225	Druten	0.1071	13.92	0.2681	18.59	0.2097	10.76	0.4778	15.02	453.85		147.86	-4.2	216.07	-2.14		252	2.86	252	2.86	252	2.86	252	2.86	252	2.86	252	2.86	252	2.86	252	2.86	252	2.86	252	2.86	252	2.86		0	0	853.71	7.02	921.92	6.68		0	0	0	93.12	2.92	0	0		83.85	7.71	75.8	7.75	51.1	14.45	9.95	3.11
5	0226	Duiven	0.103	4.33	0.1945	4.29	0.1489	4.33	0.3434	4.31	415.15		245.06	15.38	281.75	14.64		127.63	4.44	230.56	4.44	188	4.44	376	4.44	564	4.44	752	4.44	940	4.44	3948	4.44	4700	4.44	11280	4.44	56400	4.44		0	0	787.84	7.55	927.46	7.29		1.1	2	0	0	0	0	0		83.85	7.71	75.8	7.75	51.1	14.45	11.15	4.21
5	0228	Ede	0.0835	8.69	0.2442	12.84	0.1948	12.86	0.439	12.85	410.88		248.3	12.75	271.73	11.52		165	6.67	165	6.67																				0	0	824.18	9.46	847.61	9.18		1.28	1.7	4.94	41.64	9.81	1.76	0		83.85	7.71	75.7	7.6	51.1	14.45	12.15	6.11
5	0230	Elburg	0.095	7.43	0.2	9.42	0.17	16.88	0.37	12.73	402.93		192.25	7.31	288.9	7.3		226.15	4.99	226.15	4.99	226.15	4.99	226.15	4.99	399.6	4.99	399.6	4.99	573.05	4.99	1960.65	4.99	2307.55	4.99	5256.2	4.99	26070.2	4.99		0	0	821.33	6.72	917.98	6.78		1.6	1.6	3.23	0	0	alleen parkeervergunning	alleen parkeervergunning		83.85	7.71	75.8	7.75	51.1	14.45	9	4.65
5	0232	Epe	0.0764	5.38	0.1843	6.19	0.1307	8.11	0.315	6.98	418.73		258.02	6.69	295.25	6.11		158.16	9.65	218.52	9.57	158.16	9.65	218.52	9.57	218.52	9.57	352.56	9.5	352.56	9.5	1095.96	9.44	2188.44	9.42	4428.96	9.41	18739.56	9.41		0	0	834.91	6.57	932.5	6.57		1	1.4	12	0	0	0	0		83.85	7.71	75.8	7.75	51.1	14.45	10.8	8
5	0233	Ermelo	0.1358	3.46	0.3572	4.87	0.2851	4.85	0.6423	4.86	721.6		156.48	2.68	214.96	2.47		195	0	220	0	195	0	220	0	245	0	245	0	245	0	1495	0	1495	0	2245	0	8995	0		0	0	1073.08	2.7	1156.56	2.6		1.66	2.22	6.73	0	0	0	0		83.85	8.9	75.8	8.29	51	15.91	8	0
5	0243	Harderwijk	0.09173	3.71	0.25868	5.18	0.20767	5.18	0.46635	5.18	434.18		220.9	39.9	260.8	14.49		155.5	5.6	155.5	5.6	245.2	1.32	245.2	1.32	245.2	1.32	245.2	1.32	245.2	1.32	245.2	1.32	245.2	1.32	245.2	1.32	245.2	1.32		0	0	810.58	11.99	850.48	7.15		1.68	1.68	5	65.98	2.14	2.1	5		83.85	7.85	75.8	7.82	51.1	14.45	8.9	3.49
5	0244	Hattem	0.1241	8.32	0.4123	17.26	0.2317	-4.05	0.644	8.58	622.62		240.73	3.67	264.57	3.42		250.51	8.19	250.51	8.19																				0	0	1113.86	7.25	1137.7	7.11		1.86	2.33	14.78	0	0	0	0		83.85	7.71	75.8	7.75	51.1	14.45	7.9	3.95
5	0246	Heerde	0.1211	7.82	0.3312	6.44	0.2441	6.39	0.5753	6.42	601.91		225.26	2.92	258.76	2.79		180.36	3.1	180.36	3.1																				0	0	1007.53	5.83	1041.03	5.7		1.5	1.5	0	0	0	0	0		83.85	7.85	75.8	7.82	51.1	22.84	10.8	2.86
5	0252	Heumen	0.1195	0.34	0.3704	7.54	0.2854	7.56	0.6558	7.55	563.94		163.88	3.44	233.26	3.67		166.85	2.14	166.85	2.14	166.85	2.14	166.85	2.14	166.85	2.14	166.85	2.14	166.85	2.14	166.85	2.14	166.85	2.14	166.85	2.14	166.85	2.14		0	0	894.67	1.23	964.05	1.44		0	0	0	97.3	3.13	0	0		83.85	7.85	75.8	7.75	51.1	14.45	14.95	0
5	1705	Lingewaard	0.1283	5.17	0.3103	9.41	0.248	9.41	0.5583	9.41	572.48		234	2.85	264.13	2.76		218.28	2	218.28	2	218.28	2	218.28	2	218.28	2	218.28	2	252.92	2.14	807.16	2.73	945.72	2.77	2158.12	2.9	10471.72	2.98		0	0	1024.76	3.95	1054.89	3.89		1	1	0	62.04	2.99	0	0		83.85	7.71	75.8	7.75	51.1	14.45	12	2.56
5	0262	Lochem	0.06	3.52	0.1349	7.09	0.1162	6.65	0.2511	6.89	328.78		225.69	6.6	287.36	5.86		332.66	0	332.66	0	332.66	0	332.66	0	332.66	0	603.68	0	603.68	0	4401.62	0	5098.26	0	9927.38	0	23862.4	0		0	0	887.13	2.92	948.8	2.94		1	2.75	5.77	0	0	alleen parkeervergunning	alleen parkeervergunning		83.85	7.71	75.8	7.75	51.1	14.45	8.3	4.4
5	0263	Maasdriel	0.0882	4.59	0.3018	4.73	0.2371	4.73	0.5389	4.73	414.61		328.76	8.59	339.52	8.29		259.72	0.53	277.24	0.89	270	0.75	302	1.34	344	1.78	386	2.12	428	2.39	1144	3.81	1328	3.91	2978	4.2	14978	4.17		0	0	1003.09	4.76	1031.37	4.74		1.58	1.58	6.76	43	4.88	0	0		83.87	7.82	75.8	7.81	51.11	14.47	16	6.67
5	1955	Montferland	0.119	8.13	0.2548	4.93	0.2054	4.97	0.4602	4.95	418.04		247.02	11.76	275.05	10.44		181.95	3.88	328.68	3.88	268	3.88	536	3.88	804	3.88	1072	3.88	1340	3.88	5628	3.88	6700	3.88	16080	3.88	80400	3.88		0	0	847.01	8.2	1021.77	7.32		1.25	1.25	0	46.58	-33.34	alleen parkeervergunning	alleen parkeervergunning		83.85	7.71	75.8	7.75	51.1	14.45	13.5	3.85
5	1740	Neder-Betuwe	0.1175	-1.26	0.2415	2.12	0.1503	-12	0.3918	-3.8	498.36		337.82	8.34	357.64	7.84		240.5	0	240.5	0	240.5	0	240.5	0	240.5	0	240.5	0	240.5	0	240.5	0	240.5	0	240.5	0	240.5	0		0	0	1076.68	1.86	1096.5	1.82		1.34	1.34	3.88	79.41	3.9	0	0		83.87	7.82	75.8	7.81	51.11	14.47	8.05	3.87
5	0267	Nijkerk	0.0781	4.02	0.2374	4.67	0.1765	4.71	0.4139	4.69	409.33		199.64	15.52	220.19	14.42		116.6	9.79	116.6	9.79	116.6	9.79	116.6	9.79	134.8	9.86	153	9.91	171.2	9.96	579	10.1	651.4	10.05	1288.8	10.21	5656.8	10.28		0	0	725.57	7.88	746.12	7.79		1.05	1.9	5.56	48	4.35	0.9	0		83.87	7.82	75.8	7.81	51.11	14.47	15	4.53
5	0268	Nijmegen	0.1781	8.29	1.0015	8.19	0	nvt	1.0015	8.19	855.9		15.96	0	31.93	0		226.83	6.28	226.83	6.28																				0	0	1098.69	7.74	1114.66	7.62		0.89	3.42	7.89	0	0	3.6	5.88		83.85	7.71	75.8	7.75	51.11	16.56	16.8	8.04
5	0302	Nunspeet	0.0902	4.85	0.2072	8.29	0.1662	8.71	0.3734	8.48	448.07		179.88	5.64	249.96	8.43		142.5	7.58	142.5	7.58	322.5	7.86	322.5	7.86	322.5	7.86	322.5	7.86	322.5	7.86	322.5	7.86	322.5	7.86	322.5	7.86	322.5	7.86		0	0	770.45	5.53	840.53	6.35		1.3	1.3	13.04	0	0	0	0		83.85	7.71	75.8	7.75	51.1	14.45	7.8	5.41
5	0269	Oldebroek	0.107	4.39	0.3113	3.7	0.2237	3.84	0.535	3.76	453.8		231.57	0	280.37	0		158.4	4.43	158.4	4.43	158.4	4.43	158.4	4.43	158.4	4.43	158.4	4.43	158.4	4.43	772.32	4.43	772.32	4.43	1720.68	4.45	7354.92	4.48		0	0	843.77	3.15	892.57	2.98		1.65	1.65	3.77	0	0	0	0		83.85	7.71	75.8	7.75	51.1	14.45	9.95	3.11
5	1586	Oost Gelre	0.12	3.9	0.182	0.25	0.147	-2.94	0.329	-1.2	410.24		222.22	3.73	231.43	3.58		115.41	17.24	208.49	17.24	170	17.24	340	17.24	510	17.24	680	17.24	850	17.24	3570	17.24	4250	17.24	10200	17.24	51000	17.24		0	0	747.87	5.71	850.16	6.79		1.41	1.41	1.44	58.3	2.03	0	0		83.85	7.68	75.8	7.7	51.11	14.47	9	4.05
5	1509	Oude IJsselstreek	0.11512	3.16	0.1747	6.56	0.13429	-2.35	0.30899	2.5	437.69		200.62	11.45	289.23	20.51		294	21.99	294	21.99	294	21.99	294	21.99	294	21.99	294	21.99	294	21.99	294	21.99	294	21.99	294	21.99	294	21.99		0	0	932.31	10.29	1020.92	12.77		1.45	1.45	2.84	0	0	0	0		83.85	7.85	75.8	7.82	51.1	14.45	8.75	2.94
5	1734	Overbetuwe	0.079	4.3	0.1513	10.93	0.1224	11	0.2737	10.97	369.96		269.73	4.05	315.45	3.44		106.74	27.42	106.74	27.42	106.74	27.42	106.74	27.42	106.74	27.42	106.74	27.42	106.74	27.42	213.48	27.42	213.48	27.42	540	28.57	2700	28.57		0	0	746.43	6.98	792.15	6.55		0	0	0	73.32	3.85	0	0		83.85	7.71	75.8	7.75	51.1	14.45	12.5	4.17
5	0273	Putten	0.0628	4.72	0.1985	5.97	0.1584	6.73	0.3569	6.31	353.39		166.7	8.62	195.5	7.69		204.4	-6.84	204.4	-6.84	204.4	-6.84	204.4	-6.84	295.8	-3.59	295.8	-3.59	295.8	-38.96	1039.4	2.1	1039.4	-10.45	2083.8	-3.51	8940.4	2.89		0	0	724.49	1.99	753.29	2.02		1.39	1.95	4.84	0	0	0	0		83.85	7.71	75.8	7.75	51.1	14.45	10.45	4.5
5	0274	Renkum	0.1114	16.86	0.4307	23.22	0.3371	25.65	0.7678	24.27	557.69		254.04	-0.51	316.68	-0.53		244.11	6.73	432.79	6.73	715.15	6.73	715.15	6.73	967.51	6.73	967.51	6.73	967.51	6.73	2734.03	6.73	2986.39	6.73	6519.43	6.73	10809.55	6.73		0	0	1055.84	9.84	1307.16	8.83		1.4	2.5	4.17	38.1	-33.39	0	0		83.85	7.71	75.8	7.75	51.1	14.45	12.05	4.78
5	0275	Rheden	0.1054	11.29	0.2754	12.5	0.2156	12.14	0.491	12.34	473.33		229.14	8.22	272.1	4.86		207.26	5	207.26	5	281.69	5	281.69	5	524.7	5	524.7	5	524.7	5	3253.24	5	3253.24	5	3253.24	5	24547.73	5		0	0	909.73	9.02	952.69	7.99		2.09	2.48	18.66	39.3	2.99	0	0		81.5	7.52	74	8.03	49.25	18.39	13.15	6.05
5	0277	Rozendaal	0.0875	10.32	0.1661	12.33	0.1335	12.28	0.2996	12.31	712.89		275	0.36	310	0.32		220	0	220	0	220	0	220	0	220	0	220	0	220	0	220	0	220	0	220	0	220	0		0	0	1207.89	5.93	1242.89	5.76		0	0	0	0	0	0	0		83.8	7.71	63.4	7.82	48	7.5	0	0
5	0279	Scherpenzeel	0.0926	5.86	0.248	10.19	0.1718	11.83	0.4198	10.85	428.24		239.15	9.71	258.3	9.47		250.02	3.69	250.02	3.69	272.25	3.69	272.25	3.69	272.25	3.69	272.25	3.69	272.25	3.69	1315.93	3.69	1576.85	3.69	3859.9	3.69	19515.1	3.69		0	0	917.41	6.23	936.56	6.23		1.87	1.87	0	78.6	3.5	0	0		83.85	7.85	75.8	7.82	48.15	7.84	9.2	3.37
5	0281	Tiel	0.099	3.33	0.3299	4.13	0.2518	4.1	0.5817	4.11	413.78		342.39	8.22	366.79	7.63		186	3.05	240	3	240	3	240	3	240	3	240	3	240	3	976	0.72	1160	0.61	2770	0.25	13810	0.05		0	0	942.17	5	1020.57	4.76		1.5	2	0	86.75	3.03	3.2	0		83.85	7.71	75.8	7.75	51.1	14.45	15	29.31
5	0285	Voorst	0.1069	9.74	0.2736	11.7	0.2213	13.34	0.4949	12.43	563.02		198.25	2.73	221.8	2.66		224.1	0	224.1	0	224.1	0	224.1	0	224.1	0	224.1	0	224.1	0	1120.5	0	1120.5	0	2241	0	4482	0		0	0	985.37	5.94	1008.92	5.84		1.41	2.07	2.99	0	0	0	0		77.85	0	70.35	0	51.1	14.45	8.8	2.92
5	0289	Wageningen	0.11714	1.36	0.41654	13.96	0.33351	13.96	0.75005	13.96	611.16		270.75	1.77	351.98	1.77		127.62	17.85	178.54	17.85	159.16	13.1	216.16	13.6	273.16	13.89	330.16	14.08	387.16	14.22	1866.16	22.45	2202.16	21.38	5142.16	18.1	25302.16	16.22		0	0	1009.53	3.3	1141.68	3.76		2.03	2.03	4.1	86.4	4.3	1.9	5.56		83.87	7.71	75.8	7.7	51.11	14.47	21.9	4.29
5	1960	West Betuwe	0.1033	5.5	0.3074	4.86	0.2576	4.86	0.565	4.86	503.49		330.03	8.55	342.05	8.23		443	6.24	443	6.24	443	6.24	443	6.24	443	6.24	443	6.24	443	6.24	1858.4	6.08	2212	6.07	3985.55	6.06	6983	6.09		0	0	1276.52	6.53	1288.54	6.47		1.5	1.5	0	0	0	0.6	0		83.85	7.71	75.8	7.75	51.1	14.45	16.6	5.73
5	0668	West Maas en Waal	0.0793	-2.1	0.2703	5.58	0.2662	4.62	0.5365	5.1	361.01		329.26	8.57	340.52	8.27		272.7	0	272.7	0	272.7	0	272.7	0	272.7	0	272.7	0	272.7	0	272.7	0	272.7	0	272.7	0	272.7	0		0	0	962.97	1.93	974.23	1.91		1.2	1.2	0	36.54	0.5	0	0		83.85	7.71	75.8	7.75	51.1	14.45	12.5	4.17
5	0293	Westervoort	0.1477	11.48	0.3168	6.33	0.2422	4.72	0.559	5.63	552.68		201.79	3.06	238.58	3.51		253.48	5.2	253.48	5.2	506.96	110.4	506.96	110.4	506.96	110.4	506.96	110.4	506.96	110.4	506.96	110.4	506.96	110.4	506.96	110.4	506.96	110.4		0	0	1007.95	8.09	1044.74	8.02		0	0	0	101	4.2	0	0		83.85	7.71	75.8	7.75	51.1	14.45	11.15	4.21
